HGNCsymbol,ChromosomeName,GeneStart,GeneEnd
VN1R107P,19,57971280,57971488
GNA12,7,2767746,2883958
RPL22P22,X,81761883,81762261
RPS26P43,11,122920495,122921061
RBMY2JP,Y,7995171,8012244
HNRNPM,19,8509651,8553998
MLF1,3,158288952,158325041
RPL31P47,11,122921869,122922109
MGEA5,10,103544200,103578696
SNORD14E,11,122928785,122928869
NRBP1,2,27650657,27665126
SNORD14D,11,122929617,122929703
SNORD14C,11,122930043,122930130
FAM90A17P,8,7603556,7614766
MTND4P3,7,67731306,67731846
DCLK1,13,36345478,36705443
DENND4C,9,19230433,19374139
RPL29P11,3,37058011,37058505
EMD,X,153607557,153609883
YWHAEP7,17,36187925,36244363
INPP5A,10,134351324,134596979
RNA5SP231,7,68188898,68189035
PINLYP,19,44080952,44088116
TCEA2,20,62681189,62703700
MRPL49,11,64889655,64894843
RNU6-832P,7,68590257,68590363
CTBP2,10,126676421,126849739
LPA,6,160952515,161087407
UBE2D3P2,3,37176149,37176593
ATG9B,7,150709297,150721586
MIR4493,11,123252148,123252220
RNASE12,14,21058352,21058982
LINC01059,11,123325106,123331118
SF3A3P2,11,123468654,123470160
ARHGAP11A,15,32907345,32932150
OR6S1,14,21108855,21109850
GRIA3,X,122318006,122624766
COX7A2,6,75947391,75960039
OTOP2,17,72920370,72930007
DEF6,6,35265595,35289548
RNU1-21P,11,123634635,123634797
RNU6-229P,7,68866188,68866289
OR6M2P,11,123711714,123712584
RN7SL371P,7,69001035,69001303
LTBP4,19,41098789,41135725
OR6M3P,11,123732530,123733229
ATG4AP1,X,82253707,82254244
PRSS37,7,141536086,141541287
IL19,1,206972215,207016324
RNASE4,14,21152259,21168761
OR10G5P,11,123880362,123880719
RNU6-252P,14,21581798,21581904
C11orf53,11,111126707,111157126
ADAMTSL4-AS1,1,150533480,150533969
ZNF106,15,42705021,42783321
MIR3914-1,7,70772658,70772742
KLHL40,3,42727011,42734036
TPK1,7,144149034,144533488
UFD1L,22,19437433,19466738
RN7SKP75,7,71150437,71150732
ADAM10,15,58887403,59042177
RN7SL663P,19,38690874,38691170
LINC00507,12,128399917,128436097
RNA5SP232,7,71378723,71378841
EEF1B2P4,12,107295061,107295762
FAM90A19P,8,7611204,7614214
LINC00641,14,21668238,21675059
RPL30P12,12,107304535,107304887
ABCF2P2,7,71568166,71569194
TOE1,1,45805342,45809647
TERF1P4,X,83003833,83004947
MIR4650-2,7,72162874,72162949
ARMC6,19,19144384,19170563
IRGQ,19,44088521,44100287
SETP7,12,107665171,107665623
PGAM4,X,77223458,77225135
COLCA1,11,111164114,111175770
MYO3A,10,26223196,26501456
CFL1P1,10,89577685,89605369
RN7SL377P,7,72293477,72293750
COTL1P1,17,16757249,16757623
UBE2G1,17,4172554,4269923
RS1,X,18658030,18690229
SLC2A3,12,8071826,8088871
SBDSP1,7,72300004,72307909
VN2R19P,19,58523957,58537294
RN7SL78P,10,89592578,89592855
LETM1P2,19,58555960,58558137
MICAL2,11,12115543,12285334
NCKAP5L,12,50184929,50222533
NUTM2A,10,88985205,88996665
HNRNPDLP4,19,58560414,58560714
TBC1D27,17,16826229,16838153
RN7SL526P,19,58581338,58581607
COLCA2,11,111169565,111179460
MCL1,1,150547032,150552066
IL20,1,207038699,207042568
SRGAP3,3,9022275,9404737
RN7SL625P,7,72312017,72312305
TTLL10,1,1109264,1133315
COL13A1,10,71561644,71724031
SPDYE7P,7,72333321,72341076
CARD11,7,2945775,3083579
ZNF576,19,44100544,44105309
SPDYC,11,64937625,64940715
EPS15,1,51819935,51985000
FBXW10,17,18647326,18682662
PLG,6,161123270,161174347
TDRD6,6,46655612,46672056
MS4A14,11,60146003,60185161
RNA5SP371,12,107880288,107880412
CFI,4,110661852,110723335
MPRIP-AS1,17,16979352,16981066
SLC22A12,11,64358113,64369820
MIF4GD,17,73262309,73267308
POU2AF1,11,111222977,111326355
OTOP3,17,72931814,72946087
RNU6-767P,17,17073397,17073503
RN7SL775P,17,17081729,17082020
TRIP12,2,230628554,230787955
MAP2K1,15,66679155,66784650
SPTSSA,14,34901995,34931562
SOX8,16,1031808,1036979
SWI5,9,131037658,131051269
SERPINI1,3,167453031,167543356
TMEM11,17,21100593,21117937
SLC9A2,2,103236166,103327777
RPS15AP36,19,58727546,58727927
IL24,1,207070788,207077484
MED6P1,10,89807892,89809580
ZBTB22,6,33282183,33285719
SNORA13,5,111497182,111497314
RPL7P34,10,90377980,90378691
OR10D5P,11,123925577,123926414
KRT8P38,10,90487242,90488671
OR10D4P,11,123964289,123965239
EAPP,14,34985135,35008916
OR10N1P,11,123975807,123976675
OR10D1P,11,124029128,124030063
PGK1,X,77320685,77384793
RBMY2KP,Y,8132490,8145229
OR8F1P,11,124077890,124078822
KIAA1715,2,176788620,176867567
SSTR5,16,1122756,1131454
PHF12,17,27232268,27278789
RPL13P12,17,17286691,17287326
OR8G3P,11,124085346,124086394
FGL1,8,17721889,17767874
RNU6-388P,7,33041562,33041666
ERVK3-1,19,58816715,58827023
EEF1A1P25,3,138543905,138545171
GNPDA1,5,141371314,141392606
VRK1,14,97263641,97398059
RN7SL505P,7,33085412,33085702
MTMR3,22,30279144,30426855
PRKAB1,12,120105558,120119435
C1QTNF8,16,1140005,1146244
ATP5G1P3,3,138608097,138608799
OR8G7P,11,124109121,124110228
RNA5SP229,7,33217352,33217450
KRT18P60,12,65812511,65813807
PPEF1,X,18694029,18846039
SLC5A4P1,11,124143866,124144477
OR8B7P,11,124194767,124195685
OR8B6P,11,124208679,124209558
CHST9,18,24495595,24765281
FAM160B1,10,116581503,116659591
OR8B5P,11,124227456,124228365
RPL7L1P7,3,138800496,138801219
OR8B1P,11,124235530,124236447
BPESC1,3,138823027,138844009
OR8C1P,11,124246773,124247697
RNU6-736P,3,139107119,139107206
LAMP3,3,182840001,182881627
HMGCL,1,24128375,24165110
CCDC13,3,42734155,42814745
RNU6-140P,19,39287642,39287749
TRUB2,9,131071382,131085021
CASP10,2,202047604,202094129
CASC16,16,52586002,52686017
GPLD1,6,24424793,24495433
ACTG1P1,3,139212651,139213779
PLAC9,10,81891438,81905115
SOHLH2,13,36742345,36871979
HMGB3P16,5,111788400,111788686
SNORD9,14,21860309,21860412
MGAM,7,141607613,141806547
IFNL3P1,19,39727073,39727933
MIR3681,2,12339256,12339327
SNORD8,14,21865451,21865560
NSUN5P2,7,72418120,72425329
MDM1,12,68666223,68726161
RNU6-843P,2,12551524,12551627
TESK2,1,45809555,45956872
MSRB1P1,19,39745556,39745909
EIF4EBP1P1,14,21887779,21888119
RBM14-RBM4,11,66384097,66413940
FAM63B,15,59063391,59154099
IFNL4P1,19,39755022,39756457
SNAPC5,15,66782473,66790151
RN7SL650P,14,21897669,21897965
ANG,14,21152336,21167130
RRM1,11,4115937,4160106
RBBP4P5,14,22031950,22033215
AFM,4,74347400,74369691
LINC00508,12,128425140,128434705
IL23A,12,56732663,56734193
RN7SL566P,19,39859793,39860086
TTC3,21,38445526,38575413
RN7SL637P,3,185699825,185700083
MIR4530,19,39900263,39900318
ETV5-AS1,3,185796959,185798736
TFEB,6,41651716,41703997
OR10G1P,14,22070049,22070976
TSEN15P1,17,17359741,17360573
TDGF1P7,19,40025103,40025661
EIF3IP1,7,109599275,109600241
ITGA4,2,182321929,182400914
RPL3P8,7,109638491,109639681
ARL6IP1P1,14,22117944,22118553
RPL10,X,153618315,153637504
HSPBP1,19,55773599,55791749
CDH2,18,25530930,25757410
OR4E1,14,22138203,22139150
SLC25A42,19,19174808,19223697
MTHFD1,14,64854749,64926722
RBM4B,11,66432469,66445392
EDDM3A,14,21214051,21216539
CAPN1,11,64948037,64979477
DOCK4-AS1,7,111448572,111461829
RPL4P1,14,22218553,22219830
MIR3125,2,12877493,12877570
CBX3P3,5,112113327,112113858
MIR4419B,12,128729051,128729118
TMEM219,16,29952206,29984373
RNU6-482P,5,112114060,112114166
RNU6-1301P,3,37181818,37181921
TTTY13,Y,23745486,23756552
RNA5SP237,7,111593708,111593820
FMNL2,2,153191751,153506348
EDDM3B,14,21236586,21239107
MIR3612,12,128778637,128778723
RN7SKP187,7,111928678,111929007
TCEB1P5,Y,23793569,23793901
XBP1P1,5,112220791,112221442
CCL3L1,17,34623842,34625731
BMP2,20,6748311,6760927
FAIM3,1,207077731,207096592
CDY10P,Y,23799361,23800927
TMEM185B,2,120978854,120980984
MTND5P8,7,112012702,112013784
DAXX,6,33286335,33297046
BOD1L2,18,54814293,54817531
CARF,2,203776937,203851786
RABAC1,19,42460833,42463542
MAGI1,3,65339200,66024509
RNASE6,14,21249210,21250626
BTG4,11,111338251,111383079
CREB3L2,7,137559725,137686813
STAT2,12,56735381,56753939
USP9YP3,Y,23823812,23835894
ST8SIA3,18,55018044,55038962
ROPN1L-AS1,5,10441402,10441904
BCDIN3D,12,50231573,50236912
RNASE1,14,21269387,21271437
COQ4,9,131084815,131096351
RPL30P7,5,10488932,10489254
NAALADL2,3,174156363,175523428
RALB,2,120997640,121052289
VDAC2,10,76969912,76991206
NLRP9P,12,129497881,129501208
RASSF6,4,74437267,74486348
CCDC169-SOHLH2,13,36742931,36871979
FUCA1,1,24171567,24194784
RNU6-489P,17,36267501,36267607
CACNA1H,16,1203241,1271771
THUMPD3,3,9404526,9428475
RN7SL458P,17,36566042,36566302
RNU4ATAC13P,5,112829532,112829657
ZNF239,10,44051792,44070066
RNA5SP427,16,53371365,53371483
TMEM161A,19,19229978,19249322
USP9YP8,Y,23839132,23843004
OR8X1P,11,124274130,124274998
ONECUT2,18,55102917,55158529
STAG3L3,7,72440227,72476445
RGS19,20,62704534,62711323
LINC00276,2,13850656,14541087
SNX6,14,35030300,35099389
OR8A2P,11,124330430,124331381
RN7SKP89,5,113589210,113589451
SDK2,17,71330523,71640228
OR8B9P,11,124350895,124351819
RPS6,9,19375713,19380252
OR8B10P,11,124386207,124387138
OR8A3P,11,124401521,124401806
FAIM2,12,50260679,50298000
OR8Q1P,11,124471480,124472134
CDY11P,Y,23858456,23860106
RNA5SP352,11,124506355,124506488
NRXN2,11,64373646,64490660
ANKRD33B-AS1,5,10627372,10628337
RNU6-1153P,16,53477140,53477244
REEP5,5,112212084,112258236
ENSA,1,150573327,150602088
RNF111,15,59157374,59389618
HTRA2,2,74756504,74760472
SPTBN2,11,66452719,66496697
CCDC169,13,36801182,36871977
TAOK2,16,29984962,30003582
FECH,18,55215515,55254004
KRT18P59,11,124983057,124996677
RNF7,3,141457046,141466402
C11orf88,11,111385510,111407756
PCM1,8,17780349,17885478
MAP3K4,6,161412759,161538417
TRIM36-IT1,5,114484461,114485341
RCBTB2P1,10,90545357,90546818
ETV5,3,185764097,185828107
OPRL1,20,62711526,62731996
PTCD2P2,10,90636207,90637301
RNU6-1288P,2,14414746,14414849
RHO,3,129247483,129254012
ZNF485,10,44101855,44113351
C17orf103,17,21142183,21156722
NPM1P14,7,112160543,112161725
PHKA2,X,18910418,19002716
TTC37,5,94799599,94890711
TUSC2,3,50357458,50365682
ACER2,9,19408925,19452018
NAPA,19,47990894,48018497
HMGN1P15,5,114624733,114625027
MIPEPP1,7,112375221,112378748
PIGR,1,207101863,207119811
POM121L2,6,27253682,27279949
RPL4,15,66790355,66816870
TRAV11,14,22297692,22298223
GAR1,4,110736666,110745893
MIR5694,14,67908572,67908647
TRAV8-5,14,22371257,22371778
RNU6-873P,3,87791693,87791799
AK3P4,5,114738077,114738659
PLA2G7,6,46671938,46703430
RNU6ATAC6P,3,87959370,87959495
TRAV15,14,22418629,22418877
CBX5P1,3,88144558,88145118
ABCF2P1,3,88366306,88368172
HORMAD2,22,30476163,30573064
CNR2,1,24197016,24285549
SCG5,15,32933877,32989299
CCT5P1,5,114847774,114849391
RNU6-468P,17,17481945,17482053
ZNF391,6,27342394,27371683
C20orf201,20,62714733,62715712
SMCR2,17,17577340,17581002
COX7A2P1,14,68119017,68119331
H1FOO,3,129262057,129270310
HDAC11,3,13521224,13547916
ERBB2,17,37844167,37886679
RAI1-AS1,17,17662468,17674135
PNRC2,1,24285599,24289952
RNU6-429P,5,11027312,11027419
SMCR5,17,17680000,17682843
RNU6-679P,5,12297511,12297616
MS4A5,11,60197062,60222687
MIR33B,17,17717150,17717245
NPBWR2,20,62737173,62738524
GOLIM4,3,167726465,167813763
GFPT1,2,69546905,69614382
NKX6-2,10,134598297,134599556
QTRTD1,3,113724680,113807269
A1BG-AS1,19,58859117,58866549
SLC24A2,9,19507450,19786926
MARVELD2,5,68710939,68740157
LRRK1,15,101459420,101610317
SLC27A4,9,131102925,131123749
UNC45B,17,33474836,33516364
PLEKHM1P,17,62775377,62833272
TRAV28,14,22623012,22623571
RNU2-49P,5,115110016,115110199
CT49,5,12574969,12804475
RASSF1,3,50367219,50378411
ZNF184,6,27418522,27440897
TRUB1,10,116697952,116737430
RNU5E-7P,2,16005059,16005175
ATP1A3,19,42470734,42501649
RNA5SP473,19,58874805,58874929
MIR4754,19,58898137,58898225
LIF,22,30636436,30642840
RRH,4,110749150,110765760
MYT1,20,62783144,62873604
TVP23B,17,18684308,18710027
SOX30,5,157052687,157098488
PXDN,2,1635659,1748624
PGC,6,41704449,41721847
MAP2K3,17,21187984,21218552
MYCNUN,2,16060521,16076139
INHBB,2,121103719,121109384
RNU6-1337P,19,58995116,58995210
MS4A1,11,60223225,60238233
LAYN,11,111411005,111432264
RN7SL693P,19,59002214,59002488
FCAMR,1,207131310,207143970
RN7SL525P,19,59054670,59054945
SRRM5,19,44100769,44118649
OSM,22,30658818,30662829
RN7SL409P,17,62813308,62813597
ESRP2,16,68263014,68272005
RNU7-115P,17,62821883,62821937
SNRNP200,2,96940074,96971297
RN7SL404P,17,62867622,62867902
KIF20B,10,91461367,91534700
TTC23L,5,34838938,34899561
HIST1H2BL,6,27775257,27775709
RPL7AP65,17,18215218,18215965
MYCNOS,2,16061159,16082371
RPL21P121,17,18216074,18216847
RNU6-644P,5,115524152,115524249
LINC01101,2,121221911,121223697
HMGN2P27,5,115553723,115553992
CENPBD1P1,19,59084870,59111168
FOXN1,17,26833261,26865914
ZNF428,19,44111371,44124026
COX6A1P2,6,37012607,37013177
TBC1D3P4,17,18296794,18304275
ARHGAP22,10,49654077,49864310
PIM1,6,37137979,37143202
DSC3,18,28569974,28622781
CADM4,19,44126520,44143991
ACTA2-AS1,10,90692400,90700368
OCLN,5,68788119,68853931
LINC00842,10,47011753,47174018
MLLT3,9,20341663,20622542
SNORD113-5,14,101404524,101404601
GATSL3,22,30681106,30685616
CLCN3,4,170533784,170644824
HNRNPA1P33,10,47133338,47133898
SNORD113-6,14,101405893,101405968
MIR4679-2,10,90823092,90823168
MIR4679-1,10,90823092,90823168
TNFRSF18,1,1138888,1142071
INHBA,7,41724712,41742706
TRAV31,14,22645170,22645761
SNORD113-7,14,101407463,101407539
TRAV32,14,22653458,22653953
SNORD113-8,14,101409788,101409861
TRAV33,14,22658052,22658607
PRDM1,6,106534195,106557814
MS4A12,11,60260251,60274903
ZNF541,19,48023942,48059113
TRAV37,14,22733632,22734147
CCL4L2,17,34639793,34641846
MIR3127,2,97464015,97464090
AQP2,12,50344524,50352664
SPG20,13,36875775,36944317
RPS23P5,5,13250347,13250774
RPS29P24,19,40079595,40079765
RNA5SP101,2,97622445,97622552
RNA5SP312,10,47222341,47222456
SNAP23,15,42783431,42837547
UNC119,17,26873725,26879686
SPNS3,17,4336983,4391503
RPS29P25,19,40081621,40081791
CAMKMT,2,44589089,44999731
TPSG1,16,1271651,1275257
GLI2,2,121493199,121750229
BMS1P2,10,47228366,47241942
POLA2,11,65029233,65073060
C1orf116,1,207191866,207206101
RPS29P26,19,40088472,40088642
LRIT3,4,110769358,110793471
ATRNL1,10,116853124,117708503
PRAM1,19,8554940,8567996
RNU6-438P,7,34337108,34337210
RN7SL104P,2,16090812,16091103
C14orf64,14,98391947,98444461
URM1,9,131133598,131153015
PNPLA2,11,818902,825573
TRIM43CP,2,97691718,97697373
TSPY24P,Y,8148239,8150250
MS4A13,11,60282886,60310194
NPSR1-AS1,7,34386124,34911194
ZNF736P6Y,Y,8218972,8220184
NAA25,12,112464500,112546826
CCT6P2,5,14639535,14641127
SEPSECS,4,25121627,25162204
RUNX1T1,8,92967203,93115514
PLAUR,19,44150247,44174699
TPSB2,16,1277272,1280214
PCMTD2,20,62887094,62926855
NUTM2D,10,89117425,89130452
TNFRSF4,1,1146706,1149518
RN7SL102P,17,36777453,36777733
YOD1,1,207217194,207226325
RPS17P2,5,116051929,116052387
SLTM,15,59171244,59225852
MIR4734,17,36858515,36858584
GREM1,15,33010175,33026870
VAMP2,17,8062467,8066864
TTC40,10,134621896,134756327
SLC16A6P1,17,62936720,62952664
MIR4726,17,36875944,36876001
EEF1A1P13,5,14652047,14653438
RNA5SP440,17,36888055,36888173
RNU6-866P,17,36911532,36911653
SETD5,3,9439299,9520924
RPL7P31,7,34750369,34751092
MEF2BNB-MEF2B,19,19256376,19302967
SRSF10,1,24291294,24307417
HHATL,3,42734155,42744319
FSCN2,17,79495422,79504156
CIT,12,120123595,120315095
PLXND1,3,129274018,129325661
C5orf52,5,157098561,157107151
AMZ2P1,17,62962668,62971694
NCAPD2P1,7,34789865,34791665
SPG20OS,13,36920568,36943738
MTND6P1,Y,8231577,8232000
EGF,4,110834040,110933422
KDM5D,Y,21865751,21906825
GRK7,3,141496990,141537332
MTCYBP1,Y,8232073,8233191
RNA5SP238,7,114253842,114253961
RN7SL132P,7,34793036,34793333
SNORD113-9,14,101411986,101412057
GSTA5,6,52696453,52710893
MIR3666,7,114293400,114293510
MIR548N,7,34980372,34980446
MFSD9,2,103332299,103353347
THG1L,5,157158205,157168456
DPY19L2P1,7,35119601,35225934
AQP5,12,50355653,50359464
BRSK1,19,55793440,55823901
ZNF414,19,8575462,8579048
IL20RB,3,136665072,136729927
TMEM217,6,37179956,37225931
RAC1P6,7,114776529,114777274
PPARD,6,35310335,35395968
EPM2A,6,145822719,146057160
FMN1,15,33057747,33486897
AGPAT4,6,161551011,161695093
SDF4,1,1152288,1167411
HID1,17,72946838,72969261
CCNA1,13,37005967,37017019
C14orf177,14,99177950,99184098
CERCAM,9,131174030,131199626
GOLPH3L,1,150618701,150669630
ATP1B3,3,141594966,141645356
FBN2,5,127593601,127994878
FOXJ2,12,8185299,8208099
TPSAB1,16,1290697,1292555
GLTSCR1,19,48111453,48206533
CDC42EP2,11,65082289,65089900
AQP6,12,50360977,50370922
RBBP4P1,5,14797234,14798509
MCM7,7,99690351,99699563
ACTG1P3,20,1141228,1142341
EFCAB4A,11,826144,831991
PSMD7P1,17,64193811,64194356
SDCBP2-AS1,20,1306049,1359378
PFKFB2,1,207222801,207254369
MIR4637,5,14826038,14826121
IRGC,19,44220162,44224173
TEX36,10,127265091,127371713
SNORD114-1,14,101416170,101416241
SNORD114-2,14,101418193,101418270
IDO1,8,39759794,39785963
SNORD114-3,14,101419686,101419760
GFM1,3,158362067,158410364
SNORD114-4,14,101420711,101420785
SNORD114-5,14,101421707,101421776
MICALCL,11,12297627,12380691
SNORD114-6,14,101423503,101423574
OR52B4,11,4388493,4389616
CHSY1,15,101715928,101792137
DPF2,11,65101225,65120720
UQCRBP3,5,14874509,14874820
TBL1XR1,3,176737143,176915261
SDK1,7,3341080,4308632
HIST1H2AI,6,27775899,27776429
TMEM107,17,8076555,8079717
RPL30P13,12,40462045,40462392
TBC1D10A,22,30687979,30723035
HNRNPKP5,5,14877776,14878028
NRP1,10,33466420,33625190
SNORD114-7,14,101429391,101429467
SNORD114-9,14,101432366,101432437
RNU6-917P,20,1509702,1509805
SNORD114-10,14,101433389,101433460
HIRIP3,16,30003645,30007757
PLA2G15,16,68279207,68294961
NARS,18,55267888,55289445
PA2G4,12,56498103,56507691
RNU6-713P,12,40947963,40948069
SIRPB3P,20,1645929,1688846
SNORD114-11,14,101434448,101434522
ATG5,6,106632351,106773666
IGKV2OR2-1,2,97712325,97712628
SOX14,3,137483579,137484396
KCNIP2,10,103585731,103603677
LOXL3,2,74759541,74782817
RN7SL561P,20,1647006,1647284
CEP55,10,95256389,95288849
C4orf27,4,170650616,170679104
IGKV2OR2-2,2,97716466,97716765
UBE2FP1,3,37185003,37185449
GLI3,7,42000548,42277469
SNORD114-12,14,101435285,101435359
RNA5SP360,12,42052478,42052595
MTND2P17,12,42092297,42092984
MTND1P24,12,42093193,42094053
C3AR1,12,8210898,8219067
TPSD1,16,1306060,1308532
SIK2,11,111473115,111601577
SEPHS2P1,5,14960341,14961502
SERTM1,13,37248049,37271976
SMG9,19,44235301,44259142
GALNT14,2,31133333,31378068
IGKV1OR2-3,2,97725682,97726152
EHD2,19,48216600,48246391
CLDN18,3,137717577,137752494
DSC2,18,28645940,28682378
GCNT6,6,10633993,10647501
RFXAP,13,37393361,37403241
TCEA1P2,3,37317087,37318089
YWHAEP2,17,18321509,18321620
MIR4727,17,36982091,36982145
RPL35AP15,5,116636800,116637138
SNORA21,17,37009116,37009247
RNA5SP129,3,37383140,37383257
RPS20P35,17,37011567,37011923
RNU7-73P,3,37614642,37614704
FTO-IT1,16,54073305,54074638
RPL7P2,20,2056201,2056468
RN7SKP168,2,17304108,17304407
LINC00992,5,116751205,116881993
MS4A8,11,60467047,60483284
LINC00672,17,37081421,37084310
PIPOX,17,27277531,27384234
BCL11B,14,99635624,99737861
ZRSR1,5,112227313,112228791
ZFYVE9P2,2,17465559,17466162
FOCAD,9,20658308,20995954
TMEM182,2,103353367,103460352
SNORD119,20,2443608,2443683
UPK3B,7,76139745,76648340
MIR1292,20,2633423,2633488
SNORD110,20,2634858,2634932
PARK2,6,161768452,163148803
SMAD9,13,37418968,37494902
KIFC1,6,33359313,33377701
SNORA51,20,2635713,2635844
SNORD86,20,2636743,2636828
HIST1H3H,6,27777842,27778314
SNORD56,20,2637270,2637340
PSMC1P10,2,17566358,17567684
SNORD57,20,2637585,2637656
RHPN1,8,144451057,144466390
PI4K2B,4,25162263,25280714
LRRC37A11P,17,37183530,37209458
VIMP,15,101811022,101817705
RPL19P1,20,2761260,2761687
CRNDE,16,54952775,54963101
MECOM,3,168801287,169381406
SNORD114-13,14,101436216,101436289
RN7SL555P,20,3074861,3075153
HIST1H2AJ,6,27782112,27782607
SNORD114-14,14,101438440,101438514
UBOX5-AS1,20,3087559,3131513
RN7SL313P,2,97766321,97766609
SNORD114-15,14,101439007,101439078
MARK2P5,5,15384329,15384962
IGKV1OR2-11,2,97987331,97987617
SNORD114-16,14,101439932,101440001
COL5A2,2,189896622,190044605
MTND1P1,Y,8239704,8240071
RRN3P3,16,22430090,22449036
RN7SL839P,20,3261065,3261355
RPL7L1P4,5,117114521,117115227
RNU6-1019P,20,3340683,3340789
ARL17B,17,44352150,44439130
CERKL,2,182401403,182545392
UBE2V1P1,20,3342527,3342971
MTND2P3,Y,8240282,8240751
TIGD3,11,65122238,65125084
IGKV2OR2-10,2,97996726,97997025
HIST1H2BM,6,27782822,27783267
MS4A18,11,60496789,60511685
SF3A3P1,20,3470176,3471652
TRIM60P3Y,Y,8281078,8282095
DSCR3,21,38595721,38640262
MEF2B,19,19256377,19303400
