"symbol","official.symbol"
"TCONS_00017091","LINC01201"
"LINC01202","LINC01202"
"LINC01203","LINC01203"
"LINC01204","LINC01204"
"LINC01205","LINC01205"
"LINC01206","LINC01206"
"LINC01207","LINC01207"
"LINC01208","LINC01208"
"LINC01209","LINC01209"
"LINC01210","LINC01210"
"LINC01212","LINC01212"
"LINC01213","LINC01213"
"LINC01214","LINC01214"
"LINC01215","LINC01215"
"LINC01216","LINC01216"
"EMCN-IT3","LINC01216"
"LINC01217","LINC01217"
"EMCN-IT2","LINC01217"
"LINC01218","LINC01218"
"EMCN-IT1","LINC01218"
"LINC01219","LINC01219"
"LINC01220","LINC01220"
"LINC01221","LINC01221"
"TCONS_00000366","LINC01221"
"LINC01222","LINC01222"
"TCONS_00000112","LINC01222"
"LINC01224","LINC01224"
"LINC01225","LINC01225"
"LINC01226","LINC01226"
"LINC01227","LINC01227"
"LINC01228","LINC01228"
"lincRNA-DYNLRB2-2","LINC01228"
"LINC01230","LINC01230"
"linc-DMRT2","LINC01230"
"lnc-DRMT2","LINC01230"
"TCONS_00015639","LINC01230"
"LINC01231","LINC01231"
"LINC01232","LINC01232"
"FLJ41590","LINC01232"
"TCONS_00021520","LINC01232"
"LINC01233","LINC01233"
"XLOC_013014","LINC01233"
"LINC01234","LINC01234"
"LINC01235","LINC01235"
"FLJ41200","LINC01235"
"LINC01237","LINC01237"
"LINC01239","LINC01239"
"LINC01240","LINC01240"
"LINC01241","LINC01241"
"LINC01242","LINC01242"
"LINC01243","LINC01243"
"LINC01245","LINC01245"
"CARLo-6","LINC01245"
"LINC01247","LINC01247"
"LINC01248","LINC01248"
"LINC01249","LINC01249"
"LINC01250","LINC01250"
"FLJ37991","LINC01250"
"LINC01251","LINC01251"
"LINC01252","LINC01252"
"LINC01254","LINC01254"
"LINC01255","LINC01255"
"LINC01256","LINC01256"
"TCONS_l2_00021715","LINC01256"
"LINC01257","LINC01257"
"LINC01258","LINC01258"
"LINC01259","LINC01259"
"TCONS_00007515","LINC01259"
"LINC01260","LINC01260"
"LINC01262","LINC01262"
"TCONS_l2_00021807","LINC01262"
"RP11-462G22.1","LINC01262"
"LINC01263","LINC01263"
"LINC01264","LINC01264"
"RP11-124O11.2","LINC01264"
"LINGO1","LINGO1"
"LRRN6A","LINGO1"
"FLJ14594","LINGO1"
"LERN1","LINGO1"
"LINGO2","LINGO2"
"LRRN6C","LINGO2"
"LERN3","LINGO2"
"LINGO3","LINGO3"
"LRRN6B","LINGO3"
"LERN2","LINGO3"
"LINGO4","LINGO4"
"LRRN6D","LINGO4"
"LINS","LINS"
"LINS1","LINS"
"WINS1","LINS"
"LIPA","LIPA"
"LAL","LIPA"
"CESD","LIPA"
"LIPB","LIPB"
"LIPC","LIPC"
"HTGL","LIPC"
"LIPD~withdrawn","LIPD~withdrawn"
"LIPE","LIPE"
"HSL","LIPE"
"LIPE-AS1","LIPE-AS1"
"LIPF","LIPF"
"HGL","LIPF"
"LIPG","LIPG"
"EDL","LIPG"
"LIPH","LIPH"
"mPA-PLA1","LIPH"
"PLA1B","LIPH"
"mPA-PLA1alpha","LIPH"
"LPDLR","LIPH"
"LIPI","LIPI"
"PRED5","LIPI"
"LPDL","LIPI"
"CT17","LIPI"
"mPA-PLA1beta","LIPI"
"PLA1C","LIPI"
"LIPJ","LIPJ"
"LIPL1","LIPJ"
"bA425M17.2","LIPJ"
"LIPK","LIPK"
"LIPL2","LIPK"
"bA186O14.2","LIPK"
"LIPM","LIPM"
"LIPL3","LIPM"
"bA304I5.1","LIPM"
"LIPN","LIPN"
"LIPL4","LIPN"
"bA186O14.3","LIPN"
"LIPN3L~withdrawn","LIPN3L~withdrawn"
"LIPT1","LIPT1"
"MGC12290","LIPT1"
"MGC13378","LIPT1"
"LIPT1P1","LIPT1P1"
"LIPT2","LIPT2"
"LITAF","LITAF"
"PIG7","LITAF"
"SIMPLE","LITAF"
"FLJ38636","LITAF"
"TP53I7","LITAF"
"LIX1","LIX1"
"C5orf11","LIX1"
"LIX1L","LIX1L"
"MGC46719","LIX1L"
"LKAAEAR1","LKAAEAR1"
"C20orf201","LKAAEAR1"
"LKP~withdrawn","LKP~withdrawn"
"LLCDL1~withdrawn","LLCDL1~withdrawn"
"LLCDL2~withdrawn","LLCDL2~withdrawn"
"LLCDL3~withdrawn","LLCDL3~withdrawn"
"LLGL1","LLGL1"
"LLGL","LLGL1"
"HUGL","LLGL1"
"HUGL-1","LLGL1"
"LLGL2","LLGL2"
"LLPH","LLPH"
"C12orf31","LLPH"
"MGC14817","LLPH"
"hLLP","LLPH"
"LLP~withdrawn","LLP~withdrawn"
"LMAN1","LMAN1"
"F5F8D","LMAN1"
"MR60","LMAN1"
"ERGIC-53","LMAN1"
"ERGIC53","LMAN1"
"gp58","LMAN1"
"MCFD1","LMAN1"
"FMFD1","LMAN1"
"LMAN1L","LMAN1L"
"ERGL","LMAN1L"
"ERGIC-53L","LMAN1L"
"LMAN2","LMAN2"
"C5orf8","LMAN2"
"GP36B","LMAN2"
"VIP36","LMAN2"
"LMAN2L","LMAN2L"
"DKFZp564L2423","LMAN2L"
"VIPL","LMAN2L"
"LMBR1","LMBR1"
"C7orf2","LMBR1"
"ACHP","LMBR1"
"FLJ11665","LMBR1"
"ZRS","LMBR1"
"LMBR1L","LMBR1L"
"FLJ10494","LMBR1L"
"KIAA1174","LMBR1L"
"LMBRD1","LMBRD1"
"C6orf209","LMBRD1"
"FLJ11240","LMBRD1"
"bA810I22.1","LMBRD1"
"cblF","LMBRD1"
"LMBRD2","LMBRD2"
"DKFZp434H2226","LMBRD2"
"LMCD1","LMCD1"
"LMCD1-AS1","LMCD1-AS1"
"LMF1","LMF1"
"C16orf26","LMF1"
"TMEM112","LMF1"
"FLJ12681","LMF1"
"JFP11","LMF1"
"FLJ22302","LMF1"
"TMEM112A","LMF1"
"LMF2","LMF2"
"TMEM153","LMF2"
"TMEM112B","LMF2"
"LMLN","LMLN"
"Gp63","LMLN"
"Msp","LMLN"
"LMLN-AS1","LMLN-AS1"
"LMN1~withdrawn","LMN1~withdrawn"
"LMN2~withdrawn","LMN2~withdrawn"
"LMNA","LMNA"
"LMN1","LMNA"
"CMD1A","LMNA"
"LGMD1B","LMNA"
"PRO1","LMNA"
"LMNL1","LMNA"
"HGPS","LMNA"
"LMNB1","LMNB1"
"LMNB2","LMNB2"
"LMN2","LMNB2"
"LMNL1~withdrawn","LMNL1~withdrawn"
"LMNL2~withdrawn","LMNL2~withdrawn"
"LMO1","LMO1"
"RBTN1","LMO1"
"RHOM1","LMO1"
"LMO2","LMO2"
"RBTNL1","LMO2"
"TTG2","LMO2"
"RHOM2","LMO2"
"RBTN2","LMO2"
"LMO3","LMO3"
"RBTNL2","LMO3"
"Rhom-3","LMO3"
"DAT1","LMO3"
"LMO4","LMO4"
"LMO7","LMO7"
"FBXO20","LMO7"
"FBX20","LMO7"
"KIAA0858","LMO7"
"LMO7-AS1","LMO7-AS1"
"UCHL3-AS1","LMO7-AS1"
"LMO7-IT1~withdrawn","LMO7-IT1~withdrawn"
"LMO7DN","LMO7DN"
"C13orf45","LMO7DN"
"LMO7DN-IT1","LMO7DN-IT1"
"C13orf45-IT1","LMO7DN-IT1"
"TCONS_00021569","LMO7DN-IT1"
"LMOD1","LMOD1"
"64kD","LMOD1"
"D1","LMOD1"
"1D","LMOD1"
"LMOD2","LMOD2"
"LMOD3","LMOD3"
"LMP2~withdrawn","LMP2~withdrawn"
"LMP7~withdrawn","LMP7~withdrawn"
"LMTK2","LMTK2"
"KIAA1079","LMTK2"
"KPI2","LMTK2"
"KPI-2","LMTK2"
"cprk","LMTK2"
"LMR2","LMTK2"
"BREK","LMTK2"
"AATYK2","LMTK2"
"LMTK3","LMTK3"
"KIAA1883","LMTK3"
"LMR3","LMTK3"
"TYKLM3","LMTK3"
"LMX1A","LMX1A"
"LMX1","LMX1A"
"LMX1.1","LMX1A"
"LMX1B","LMX1B"
"NPS1","LMX1B"
"LMX1~withdrawn","LMX1~withdrawn"
"LNHR~withdrawn","LNHR~withdrawn"
"LNP1","LNP1"
"LNPEP","LNPEP"
"PLAP","LNPEP"
"P-LAP","LNPEP"
"LNX1","LNX1"
"LNX","LNX1"
"MPDZ","LNX1"
"PDZRN2","LNX1"
"LNX1-AS1","LNX1-AS1"
"LNX1-AS2","LNX1-AS2"
"LNX2","LNX2"
"PDZRN1","LNX2"
"MGC46315","LNX2"
"LOH1CR1","LOH1CR1"
"LOH12CR1","LOH12CR1"
"LOH1CR12","LOH12CR1"
"LOH12CR2","LOH12CR2"
"LOH2CR12","LOH12CR2"
"LOH18CR1~withdrawn","LOH18CR1~withdrawn"
"LOH19CR1","LOH19CR1"
"DBA","LOH19CR1"
"LONP1","LONP1"
"PRSS15","LONP1"
"LonHS","LONP1"
"hLON","LONP1"
"PIM1","LONP1"
"LONP2","LONP2"
"MGC4840","LONP2"
"LONP","LONP2"
"LONPL","LONP2"
"LONRF1","LONRF1"
"FLJ23749","LONRF1"
"RNF191","LONRF1"
"LONRF2","LONRF2"
"FLJ45273","LONRF2"
"RNF192","LONRF2"
"LONRF2P1","LONRF2P1"
"LONRF2P2","LONRF2P2"
"LONRF3","LONRF3"
"RNF127","LONRF3"
"FLJ22612","LONRF3"
"LOR","LOR"
"LOX","LOX"
"LOXHD1","LOXHD1"
"DFNB77","LOXHD1"
"FLJ32670","LOXHD1"
"LH2D1","LOXHD1"
"LOXL1","LOXL1"
"LOXL","LOXL1"
"LOL","LOXL1"
"LOXL1-AS1","LOXL1-AS1"
"LOXL2","LOXL2"
"WS9-14","LOXL2"
"LOXL3","LOXL3"
"LOXL4","LOXL4"
"FLJ21889","LOXL4"
"LOXC","LOXL4"
"LPA","LPA"
"LP","LPA"
"LPAL1","LPAL1"
"LPAL2","LPAL2"
"APOAL","LPAL2"
"APOARGC","LPAL2"
"LPAR1","LPAR1"
"edg-2","LPAR1"
"rec.1.3","LPAR1"
"vzg-1","LPAR1"
"Gpcr26","LPAR1"
"Mrec1.3","LPAR1"
"LPA1","LPAR1"
"LPAR2","LPAR2"
"EDG4","LPAR2"
"EDG-4","LPAR2"
"LPA2","LPAR2"
"LPAR3","LPAR3"
"EDG7","LPAR3"
"LP-A3","LPAR3"
"Edg-7","LPAR3"
"RP4-678I3","LPAR3"
"HOFNH30","LPAR3"
"LPA3","LPAR3"
"LPAR4","LPAR4"
"GPR23","LPAR4"
"P2Y9","LPAR4"
"P2Y5-LIKE","LPAR4"
"P2RY9","LPAR4"
"LPA4","LPAR4"
"LPAR5","LPAR5"
"GPR93","LPAR5"
"GPR92","LPAR5"
"KPG_010","LPAR5"
"LPA5","LPAR5"
"LPAR6","LPAR6"
"P2RY5","LPAR6"
"P2Y5","LPAR6"
"LPC1~withdrawn","LPC1~withdrawn"
"LPC2A~withdrawn","LPC2A~withdrawn"
"LPC2B~withdrawn","LPC2B~withdrawn"
"LPC2C~withdrawn","LPC2C~withdrawn"
"LPC2D~withdrawn","LPC2D~withdrawn"
"LPCAT1","LPCAT1"
"AYTL2","LPCAT1"
"FLJ12443","LPCAT1"
"LPCAT2","LPCAT2"
"AYTL1","LPCAT2"
"FLJ20481","LPCAT2"
"LPCAT2BP","LPCAT2BP"
"LPCAT3","LPCAT3"
"OACT5","LPCAT3"
"MBOAT5","LPCAT3"
"C3F","LPCAT3"
"nessy","LPCAT3"
"LPCAT4","LPCAT4"
"AYTL3","LPCAT4"
"AGPAT7","LPCAT4"
"FLJ10257","LPCAT4"
"LPAAT-eta","LPCAT4"
"LPEAT2","LPCAT4"
"LPGAT1","LPGAT1"
"FAM34A","LPGAT1"
"KIAA0205","LPGAT1"
"FAM34A1","LPGAT1"
"NET8","LPGAT1"
"LPGAT1P1","LPGAT1P1"
"FAM34BP","LPGAT1P1"
"FAM34A2P","LPGAT1P1"
"LPGP1~withdrawn","LPGP1~withdrawn"
"LPHN1","LPHN1"
"KIAA0821","LPHN1"
"CIRL1","LPHN1"
"LEC2","LPHN1"
"LPHN2","LPHN2"
"LPHH1","LPHN2"
"KIAA0786","LPHN2"
"LEC1","LPHN2"
"LPHN3","LPHN3"
"KIAA0768","LPHN3"
"LEC3","LPHN3"
"LPIN1","LPIN1"
"KIAA0188","LPIN1"
"LPIN2","LPIN2"
"KIAA0249","LPIN2"
"LPIN3","LPIN3"
"LIPN3L","LPIN3"
"SMP2","LPIN3"
"LPI~withdrawn","LPI~withdrawn"
"LPL","LPL"
"LIPD","LPL"
"LPO","LPO"
"SPO","LPO"
"LPP","LPP"
"LPP-AS1","LPP-AS1"
"LPP-AS2","LPP-AS2"
"LPS~withdrawn","LPS~withdrawn"
"LPXN","LPXN"
"LDPL","LPXN"
"LQT2~withdrawn","LQT2~withdrawn"
"LQT3~withdrawn","LQT3~withdrawn"
"LQT4~withdrawn","LQT4~withdrawn"
"LQT~withdrawn","LQT~withdrawn"
"LRAT","LRAT"
"LCA14","LRAT"
"LRBA","LRBA"
"CDC4L","LRBA"
"BGL","LRBA"
"LAB300","LRBA"
"LBA","LRBA"
"LRCH1","LRCH1"
"CHDC1","LRCH1"
"KIAA1016","LRCH1"
"LRCH2","LRCH2"
"KIAA1495","LRCH2"
"LRCH3","LRCH3"
"MGC4126","LRCH3"
"LRCH4","LRCH4"
"LRN","LRCH4"
"LRRN1","LRCH4"
"LRCOL1","LRCOL1"
"LRE3~withdrawn","LRE3~withdrawn"
"LRE4~withdrawn","LRE4~withdrawn"
"LRFN1","LRFN1"
"KIAA1484","LRFN1"
"SALM2","LRFN1"
"LRFN2","LRFN2"
"KIAA1246","LRFN2"
"SALM1","LRFN2"
"FIGLER2","LRFN2"
"LRFN3","LRFN3"
"MGC2656","LRFN3"
"SALM4","LRFN3"
"FIGLER1","LRFN3"
"LRFN4","LRFN4"
"MGC3103","LRFN4"
"SALM3.","LRFN4"
"FIGLER6","LRFN4"
"LRFN5","LRFN5"
"C14orf146","LRFN5"
"FIGLER8","LRFN5"
"SALM5","LRFN5"
"LRG1","LRG1"
"LRG","LRG1"
"LRGUK","LRGUK"
"FLJ32786","LRGUK"
"LRIF1","LRIF1"
"C1orf103","LRIF1"
"FLJ11269","LRIF1"
"LRIG1","LRIG1"
"LIG-1","LRIG1"
"DKFZP586O1624","LRIG1"
"LRIG2","LRIG2"
"KIAA0806","LRIG2"
"LRIG3","LRIG3"
"FLJ90440","LRIG3"
"KIAA3016","LRIG3"
"LRIT1","LRIT1"
"LRRC21","LRIT1"
"PAL","LRIT1"
"DKFZP434K091","LRIT1"
"FIGLER9","LRIT1"
"LRIT2","LRIT2"
"LRRC22","LRIT2"
"AC022389.4","LRIT2"
"LRIT3","LRIT3"
"FLJ44691","LRIT3"
"FIGLER4","LRIT3"
"CSNB1F","LRIT3"
"LRMP","LRMP"
"JAW1","LRMP"
"APR","LRP1"
"A2MR","LRP1"
"LRP","LRP1"
"CD91","LRP1"
"LRP1A","LRP1"
"APOER","LRP1"
"LRP1B","LRP1B"
"LRP-DIT","LRP1B"
"LRPDIT","LRP1B"
"LRP2","LRP2"
"gp330","LRP2"
"DBS","LRP2"
"LRP2BP","LRP2BP"
"DKFZp761O0113","LRP2BP"
"LRP3","LRP3"
"LRP-3","LRP3"
"hLRp105","LRP3"
"LRP4","LRP4"
"MEGF7","LRP4"
"CLSS","LRP4"
"LRP-4","LRP4"
"SOST2","LRP4"
"LRP4-AS1","LRP4-AS1"
"LRP5","LRP5"
"LRP7","LRP5"
"OPPG","LRP5"
"LR3","LRP5"
"BMND1","LRP5"
"OPS","LRP5"
"OPTA1","LRP5"
"VBCH2","LRP5"
"EVR4","LRP5"
"LRP5L","LRP5L"
"DKFZp434O0213","LRP5L"
"LRP6","LRP6"
"ADCAD2","LRP6"
"LRP7~withdrawn","LRP7~withdrawn"
"LRP8","LRP8"
"APOER2","LRP8"
"MCI1","LRP8"
"LRP-8","LRP8"
"HSZ75190","LRP8"
"LRP10","LRP10"
"DKFZP564C1940","LRP10"
"MGC8675","LRP10"
"LRP9","LRP10"
"MST087","LRP10"
"MSTP087","LRP10"
"LRP11","LRP11"
"bA350J20.3","LRP11"
"MANSC3","LRP11"
"LRP12","LRP12"
"ST7","LRP12"
"FLJ12929","LRP12"
"LRPAP1","LRPAP1"
"A2MRAP","LRPAP1"
"HBP44","LRPAP1"
"LRPPRC","LRPPRC"
"LSFC","LRPPRC"
"LRP130","LRPPRC"
"LRR1","LRR1"
"PPIL5","LRR1"
"MGC20689","LRR1"
"LRR-1","LRR1"
"LRRC1","LRRC1"
"dJ523E19.1","LRRC1"
"LANO","LRRC1"
"FLJ10775","LRRC1"
"FLJ11834","LRRC1"
"LRRC2","LRRC2"
"LRRC2-AS1","LRRC2-AS1"
"LUZP3","LRRC2-AS1"
"LUZPP1","LRRC2-AS1"
"LUZP3P","LRRC2-AS1"
"LRRC3","LRRC3"
"C21orf102","LRRC3"
"LRRC3-AS1","LRRC3-AS1"
"LRRC3B","LRRC3B"
"LRP15","LRRC3B"
"LRRC3C","LRRC3C"
"LRRC3DN","LRRC3DN"
"C21orf30","LRRC3DN"
"DKFZP434C128","LRRC3DN"
"LRRC4","LRRC4"
"NAG14","LRRC4"
"LRRC4B","LRRC4B"
"LRIG4","LRRC4B"
"DKFZp761A179","LRRC4B"
"HSM","LRRC4B"
"LRRC4C","LRRC4C"
"KIAA1580","LRRC4C"
"NGL-1","LRRC4C"
"LRRC6","LRRC6"
"TSLRP","LRRC6"
"LRTP","LRRC6"
"CILD19","LRRC6"
"LRRC7","LRRC7"
"KIAA1365","LRRC7"
"densin-180","LRRC7"
"LRRC8A","LRRC8A"
"LRRC8","LRRC8A"
"KIAA1437","LRRC8A"
"FLJ10337","LRRC8A"
"LRRC8B","LRRC8B"
"TA-LRRP","LRRC8B"
"KIAA0231","LRRC8B"
"LRRC8C","LRRC8C"
"AD158","LRRC8C"
"LRRC8D","LRRC8D"
"LRRC5","LRRC8D"
"FLJ10470","LRRC8D"
"LRRC8E","LRRC8E"
"FLJ23420","LRRC8E"
"LRRC9","LRRC9"
"FLJ46156","LRRC9"
"LRRC10","LRRC10"
"HRLRRP","LRRC10"
"LRRC10A","LRRC10"
"LRRC10B","LRRC10B"
"LRRC14","LRRC14"
"KIAA0014","LRRC14"
"LRRC14A","LRRC14"
"LRRC14B","LRRC14B"
"LRRC15","LRRC15"
"LIB","LRRC15"
"LRRC16A","LRRC16A"
"LRRC16","LRRC16A"
"dJ501N12.1","LRRC16A"
"FLJ20048","LRRC16A"
"CARMIL","LRRC16A"
"CARMIL1","LRRC16A"
"LRRC16B","LRRC16B"
"C14orf121","LRRC16B"
"BC008134","LRRC16B"
"crml-1","LRRC16B"
"CARMIL3","LRRC16B"
"LRRC17","LRRC17"
"P37NB","LRRC17"
"H_RG318M05.3","LRRC17"
"LRRC18","LRRC18"
"UNQ933","LRRC18"
"MGC34773","LRRC18"
"UNQ9338","LRRC18"
"VKGE9338","LRRC18"
"LRRC19","LRRC19"
"FLJ21302","LRRC19"
"LRRC20","LRRC20"
"FLJ10751","LRRC20"
"FLJ10844","LRRC20"
"LRRC23","LRRC23"
"B7","LRRC23"
"LRPB7","LRRC23"
"LRRC24","LRRC24"
"LRRC14OS","LRRC24"
"LRRC25","LRRC25"
"MAPA","LRRC25"
"FLJ38116","LRRC25"
"LRRC26","LRRC26"
"bA350O14.10","LRRC26"
"OTTHUMG00000020980","LRRC26"
"LRRC27","LRRC27"
"KIAA1674","LRRC27"
"LRRC28","LRRC28"
"MGC24976","LRRC28"
"FLJ34269","LRRC28"
"FLJ45242","LRRC28"
"LRRC29","LRRC29"
"FBXL9","LRRC29"
"FBL9","LRRC29"
"LRRC30","LRRC30"
"LRRC31","LRRC31"
"FLJ23259","LRRC31"
"LRRC32","LRRC32"
"D11S833E","LRRC32"
"LRRC34","LRRC34"
"MGC27085","LRRC34"
"LRRC34P1","LRRC34P1"
"LRRC34P2","LRRC34P2"
"LRRC36","LRRC36"
"FLJ11004","LRRC36"
"LRRC37A","LRRC37A"
"KIAA0563","LRRC37A"
"LRRC37A2","LRRC37A2"
"FLJ45049","LRRC37A2"
"LRRC37A3","LRRC37A3"
"FLJ34306","LRRC37A3"
"LRRC37A4P","LRRC37A4P"
"LRRC37A4","LRRC37A4P"
"FLJ10120","LRRC37A4P"
"LRRC37A5P","LRRC37A5P"
"C9orf29","LRRC37A5P"
"LRRC37A6P","LRRC37A6P"
"LRRC37A7P","LRRC37A7P"
"LRRC37A8P","LRRC37A8P"
"LRRC37A9P","LRRC37A9P"
"LRRC37A10P","LRRC37A10P"
"LRRC37A11P","LRRC37A11P"
"LRRC37A12P","LRRC37A12P"
"LRRC37A13P","LRRC37A13P"
"LRRC37A14P","LRRC37A14P"
"LRRC37A15P","LRRC37A15P"
"LRRC37A16P","LRRC37A16P"
"LRRC37A17P","LRRC37A17P"
"LRRC37B","LRRC37B"
"LRRC37BP1","LRRC37BP1"
"LRRC37B2","LRRC37BP1"
"DKFZp667M2411","LRRC37BP1"
"LRRC38","LRRC38"
"LRRC39","LRRC39"
"MGC14816","LRRC39"
"LRRC40","LRRC40"
"FLJ20331","LRRC40"
"LRRC41","LRRC41"
"MUF1","LRRC41"
"LRRC42","LRRC42"
"MGC8974","LRRC42"
"LRRC43","LRRC43"
"MGC35140","LRRC43"
"LRRC45","LRRC45"
"MGC20806","LRRC45"
"LRRC46","LRRC46"
"MGC16309","LRRC46"
"LRRC47","LRRC47"
"KIAA1185","LRRC47"
"RP1-286D6.3","LRRC47"
"LRRC48","LRRC48"
"DKFZP586M1120","LRRC48"
"LRRC49","LRRC49"
"FLJ20156","LRRC49"
"LRRC52","LRRC52"
"FLJ25811","LRRC52"
"LRRC53","LRRC53"
"LRRC55","LRRC55"
"FLJ45686","LRRC55"
"LRRC56","LRRC56"
"FLJ00101","LRRC56"
"DKFZp761L1518","LRRC56"
"LRRC57","LRRC57"
"FLJ36812","LRRC57"
"LRRC58","LRRC58"
"LRRC59","LRRC59"
"PRO1855","LRRC59"
"FLJ21675","LRRC59"
"LRRC61","LRRC61"
"MGC3036","LRRC61"
"FLJ31392","LRRC61"
"HSPC295","LRRC61"
"LRRC63","LRRC63"
"RP11-139H14.4","LRRC63"
"LRRC66","LRRC66"
"LRRC69","LRRC69"
"LRRC70","LRRC70"
"SLRN","LRRC70"
"LOC100130733","LRRC70"
"LRRC71","LRRC71"
"C1orf92","LRRC71"
"FLJ32884","LRRC71"
"LRRC72","LRRC72"
"LRRC73","LRRC73"
"C6orf154","LRRC73"
"dJ337H4.2","LRRC73"
"LRRC74","LRRC74"
"C14orf166B","LRRC74"
"LRRC75A","LRRC75A"
"C17orf76","LRRC75A"
"FAM211A","LRRC75A"
"FLJ35696","LRRC75A"
"LRRC75A-AS1","LRRC75A-AS1"
"C17orf45","LRRC75A-AS1"
"NCRNA00188","LRRC75A-AS1"
"C17orf76-AS1","LRRC75A-AS1"
"FAM211A-AS1","LRRC75A-AS1"
"MGC40157","LRRC75A-AS1"
"LRRC75B","LRRC75B"
"C22orf36","LRRC75B"
"FAM211B","LRRC75B"
"MGC131773","LRRC75B"
"LRRCC1","LRRCC1"
"KIAA1764","LRRCC1"
"CLERC","LRRCC1"
"VFL1","LRRCC1"
"LRRD1","LRRD1"
"IMAGE:4798971","LRRD1"
"LRRFIP1","LRRFIP1"
"FLAP-1","LRRFIP1"
"FLIIAP1","LRRFIP1"
"TRIP","LRRFIP1"
"GCF-2","LRRFIP1"
"HUFI-1","LRRFIP1"
"LRRFIP1P1","LRRFIP1P1"
"LRRFIP2","LRRFIP2"
"HUFI-2","LRRFIP2"
"LRRIQ1","LRRIQ1"
"FLJ12303","LRRIQ1"
"KIAA1801","LRRIQ1"
"LRRIQ3","LRRIQ3"
"LRRC44","LRRIQ3"
"MGC22773","LRRIQ3"
"LRRIQ4","LRRIQ4"
"LRRC64","LRRIQ4"
"LRRK1","LRRK1"
"FLJ23119","LRRK1"
"KIAA1790","LRRK1"
"Roco1","LRRK1"
"RIPK6","LRRK1"
"LRRK2","LRRK2"
"PARK8","LRRK2"
"ROCO2","LRRK2"
"DKFZp434H2111","LRRK2"
"FLJ45829","LRRK2"
"RIPK7","LRRK2"
"FIGLER3","LRRN1"
"LRRN2","LRRN2"
"LRRN5","LRRN2"
"GAC1","LRRN2"
"LRANK1","LRRN2"
"FIGLER7","LRRN2"
"LRRN3","LRRN3"
"NLRR3","LRRN3"
"FLJ11129","LRRN3"
"FIGLER5","LRRN3"
"LRRN4","LRRN4"
"C20orf75","LRRN4"
"dJ1056H1.1","LRRN4"
"NLRR4","LRRN4"
"LRRN4CL","LRRN4CL"
"LRRN5~withdrawn","LRRN5~withdrawn"
"LRRTM1","LRRTM1"
"FLJ32082","LRRTM1"
"LRRTM2","LRRTM2"
"KIAA0416","LRRTM2"
"LRRTM3","LRRTM3"
"LRRTM4","LRRTM4"
"FLJ12568","LRRTM4"
"LRS1~withdrawn","LRS1~withdrawn"
"LRSAM1","LRSAM1"
"FLJ31641","LRSAM1"
"LRTM1","LRTM1"
"HT017","LRTM1"
"LRTM2","LRTM2"
"LRTOMT","LRTOMT"
"LRRC51","LRTOMT"
"DFNB63","LRTOMT"
"COMT2","LRTOMT"
"LRWD1","LRWD1"
"DKFZp434K1815","LRWD1"
"ORCA","LRWD1"
"CENP-33","LRWD1"
"LSAMP","LSAMP"
"IGLON3","LSAMP"
"LSAMP-AS1","LSAMP-AS1"
"LSFC~withdrawn","LSFC~withdrawn"
"LSG1","LSG1"
"FLJ11301","LSG1"
"LSH~withdrawn","LSH~withdrawn"
"LSINCT5","LSINCT5"
"LSM1","LSM1"
"CASM","LSM1"
"YJL124C","LSM1"
"LSM1P1","LSM1P1"
"LSM1P2","LSM1P2"
"LSM2","LSM2"
"C6orf28","LSM2"
"G7b","LSM2"
"YBL026W","LSM2"
"LSM3","LSM3"
"YLR438C","LSM3"
"SMX4","LSM3"
"USS2","LSM3"
"LSM3P1","LSM3P1"
"LSM3P2","LSM3P2"
"LSM3P3","LSM3P3"
"LSM3P4","LSM3P4"
"LSM3P5","LSM3P5"
"LSM4","LSM4"
"YER112W","LSM4"
"LSM5","LSM5"
"YER146W","LSM5"
"LSM6","LSM6"
"YDR378C","LSM6"
"LSM6P1","LSM6P1"
"LSM6P","LSM6P1"
"HsT818","LSM6P1"
"LSM6P2","LSM6P2"
"LSM7","LSM7"
"YNL147W","LSM7"
"LSM8","LSM8"
"YJR022W","LSM8"
"LSM10","LSM10"
"MGC15749","LSM10"
"LSM11","LSM11"
"FLJ38273","LSM11"
"LSM12","LSM12"
"FLJ30656","LSM12"
"LSM12P1","LSM12P1"
"LSM12P","LSM12P1"
"LSM14A","LSM14A"
"C19orf13","LSM14A"
"FAM61A","LSM14A"
"DKFZP434D1335","LSM14A"
"RAP55A","LSM14A"
"RAP55","LSM14A"
"LSM14B","LSM14B"
"C20orf40","LSM14B"
"FAM61B","LSM14B"
"FT005","LSM14B"
"bA11M20.3","LSM14B"
"FLJ25473","LSM14B"
"LSM13","LSM14B"
"RAP55B","LSM14B"
"LSMEM1","LSMEM1"
"C7orf53","LSMEM1"
"FLJ39575","LSMEM1"
"LSMEM2","LSMEM2"
"C3orf45","LSMEM2"
"FLJ38608","LSMEM2"
"LSP1","LSP1"
"WP34","LSP1"
"LSP1P1","LSP1P1"
"LSP1P2","LSP1P2"
"LSP1P3","LSP1P3"
"LSR","LSR"
"LISCH7","LSR"
"ILDR3","LSR"
"LSS","LSS"
"OSC","LSS"
"LST1","LST1"
"LST-1","LST1"
"B144","LST1"
"D6S49E","LST1"
"LTA","LTA"
"TNFB","LTA"
"TNFSF1","LTA"
"LT","LTA"
"LTA4H","LTA4H"
"LTB","LTB"
"TNFC","LTB"
"TNFSF3","LTB"
