ensg	chromosome_name	hgnc_symbol
ENSG00000287554	7	AC006364.1
ENSG00000174749	4	FAM241A
ENSG00000171903	19	CYP4F11
ENSG00000002745	7	WNT16
ENSG00000243280	4	AC093663.2
ENSG00000101255	20	TRIB3
ENSG00000229724	1	OR2AQ1P
ENSG00000260526	4	AC109347.1
ENSG00000279972	14	AL356596.1
ENSG00000162591	1	MEGF6
ENSG00000228997	10	AL136452.1
ENSG00000180409	1	OR10AA1P
ENSG00000286397	7	AC115220.3
ENSG00000168703	20	WFDC12
ENSG00000206490	CHR_HSCHR6_MHC_QBL_CTG1	ABCF1
ENSG00000258901	14	AL121821.3
ENSG00000184111	10	RPL11P4
ENSG00000229923	6	AL583803.1
ENSG00000283142	20	AL049767.1
ENSG00000256162	6	SMLR1
ENSG00000286106	1	AC253572.1
ENSG00000276040	9	SPATA31A7
ENSG00000278626	15	AC023310.4
ENSG00000205274	9	TRBV20OR9-2
ENSG00000224903	7	AC005534.1
ENSG00000241169	1	FO393419.2
ENSG00000180098	1	TRNAU1AP
ENSG00000237438	22	CECR7
ENSG00000258462	14	AL591767.2
ENSG00000158195	1	WASF2
ENSG00000259155	14	AL591767.3
ENSG00000234450	7	AC005534.2
ENSG00000108587	17	GOSR1
ENSG00000285544	7	AC115220.2
ENSG00000245112	4	SMARCA5-AS1
ENSG00000165185	9	KIAA1958
ENSG00000248315	7	MTND4LP2
ENSG00000100479	14	POLE2
ENSG00000223558	7	TRIM60P17
ENSG00000230252	7	MTND2P4
ENSG00000229881	7	AC091685.1
ENSG00000227035	7	MTATP6P18
ENSG00000105982	7	RNF32
ENSG00000163563	1	MNDA
ENSG00000129219	17	PLD2
ENSG00000213643	7	VN1R37P
ENSG00000211452	1	DIO1
ENSG00000235646	7	MTND1P2
ENSG00000276061	CHR_HSCHR19_4_CTG3_1	NDUFA3
ENSG00000178522	4	AMBN
ENSG00000248704	7	MTND4P2
ENSG00000278337	13	AL139327.3
ENSG00000228304	14	OR4K6P
ENSG00000234234	7	MTCO2P8
ENSG00000233385	7	MTCO3P8
ENSG00000258590	15	NBEAP1
ENSG00000234700	7	MTCO1P8
ENSG00000248924	4	AC139713.1
ENSG00000250068	9	AL445187.1
ENSG00000224458	7	GUSBP6
ENSG00000279628	15	AC131280.1
ENSG00000259225	15	LINC02345
ENSG00000155827	9	RNF20
ENSG00000248019	4	FAM13A-AS1
ENSG00000119471	9	HSDL2
ENSG00000230052	7	MTND3P2
ENSG00000176290	14	OR4K3
ENSG00000214652	7	ZNF727
ENSG00000234790	1	NUTF2P4
ENSG00000267056	19	AC005336.1
ENSG00000186723	19	AC114267.1
ENSG00000236914	15	LINC01852
ENSG00000215866	1	LINC01356
ENSG00000236976	7	AC091685.2
ENSG00000124102	20	PI3
ENSG00000138640	4	FAM13A
ENSG00000229089	2	ANKRD20A8P
ENSG00000224167	1	LINC01357
ENSG00000214049	19	UCA1
ENSG00000258636	14	AL121821.2
ENSG00000259380	15	AC087473.1
ENSG00000185631	2	AC017079.1
ENSG00000238180	2	AC017079.2
ENSG00000257057	11	C11orf97
ENSG00000005486	7	RHBDD2
ENSG00000136720	2	HS6ST1
ENSG00000232344	17	AC087163.2
ENSG00000135374	11	ELF5
ENSG00000271806	1	AL590822.2
ENSG00000225100	10	DPY19L2P5
ENSG00000171962	17	DRC3
ENSG00000136141	13	LRCH1
ENSG00000234396	1	AL590822.1
ENSG00000228000	17	RPL7AP65
ENSG00000237382	17	RPL21P121
ENSG00000230185	9	C9orf147
ENSG00000280504	CHR_HSCHR4_1_CTG9	AC021146.13
ENSG00000264050	17	AC005412.1
ENSG00000157703	7	SVOPL
ENSG00000228600	21	POLR2CP1
ENSG00000280525	CHR_HSCHR4_1_CTG9	AC021146.14
ENSG00000067606	1	PRKCZ
ENSG00000232884	21	AF127936.1
ENSG00000271771	5	AC139792.1
ENSG00000177302	17	TOP3A
ENSG00000281308	CHR_HSCHR4_1_CTG9	UGT2B27P
ENSG00000280621	CHR_HSCHR4_2_CTG12	AC110772.3
ENSG00000188386	9	PPP3R2
ENSG00000186115	19	CYP4F2
ENSG00000281916	CHR_HSCHR4_3_CTG12	AF250324.7
ENSG00000229849	1	PYHIN5P
ENSG00000215156	5	AC138409.1
ENSG00000198785	9	GRIN3A
ENSG00000215158	5	AC138409.2
ENSG00000168453	8	HR
ENSG00000225502	21	GAPDHP16
ENSG00000234072	2	AC074117.1
ENSG00000255167	11	AC090857.2
ENSG00000234945	2	GTF3C2-AS1
ENSG00000231991	9	ANXA2P2
ENSG00000273442	22	AC006946.3
ENSG00000165973	11	NELL1
ENSG00000235328	22	AC006946.1
ENSG00000281830	CHR_HSCHR4_3_CTG12	AF250324.6
ENSG00000255027	11	AP000842.2
ENSG00000183938	9	TRBV21OR9-2
ENSG00000273203	22	AC006946.2
ENSG00000280716	CHR_HSCHR4_3_CTG12	FRG1-DT
ENSG00000254790	11	AP000842.1
ENSG00000234122	9	TRBV22OR9-2
ENSG00000286679	2	AC073225.1
ENSG00000229063	9	TRBV23OR9-2
ENSG00000281122	CHR_HSCHR4_4_CTG12	AC108866.1
ENSG00000229435	7	PIP5K1P2
ENSG00000203307	1	FAM78B-AS1
ENSG00000183307	22	TMEM121B
ENSG00000281482	CHR_HSCHR4_5_CTG12	AC093789.2
ENSG00000109832	11	DDX25
ENSG00000215206	9	TRBV24OR9-2
ENSG00000234260	CHR_HSCHR6_MHC_APD_CTG1	HLA-DPA2
ENSG00000090487	15	SPG21
ENSG00000281800	CHR_HSCHR4_5_CTG12	ICE2P1
ENSG00000101639	18	CEP192
ENSG00000286543	5	AC138409.3
ENSG00000249380	5	AC138853.1
ENSG00000240215	9	TRBV25OR9-2
ENSG00000115211	2	EIF2B4
ENSG00000227577	CHR_HSCHR6_MHC_APD_CTG1	COL11A2P1
ENSG00000174444	15	RPL4
ENSG00000271874	5	AC025754.2
ENSG00000229802	CHR_HSCHR6_MHC_DBB_CTG1	SLC39A7
ENSG00000230898	1	AL596087.3
ENSG00000118094	11	TREH
ENSG00000178082	17	TWF1P1
ENSG00000267235	19	ZNF861P
ENSG00000229588	1	AL596087.2
ENSG00000268673	19	AC004597.1
ENSG00000172519	19	OR10H5
ENSG00000196937	7	FAM3C
ENSG00000279418	7	LINC00244
ENSG00000267594	19	CYP4F24P
ENSG00000182648	7	LINC01006
ENSG00000243099	7	AC020983.1
ENSG00000234658	7	AC013429.1
ENSG00000267218	19	AC005336.2
ENSG00000273330	19	CYP4F36P
ENSG00000159063	11	ALG8
ENSG00000229616	10	AL356095.1
ENSG00000251663	5	SUMO2P5
ENSG00000267308	19	LINC01764
ENSG00000249064	4	KRT18P25
ENSG00000145700	5	ANKRD31
ENSG00000215835	1	AL596087.1
ENSG00000224760	10	C1DP3
ENSG00000124233	20	SEMG1
ENSG00000177663	22	IL17RA
ENSG00000282939	7	TRBV7-2
ENSG00000183801	11	OLFML1
ENSG00000243889	7	TRBV8-1
ENSG00000237429	1	BX293535.1
ENSG00000259726	15	CSPG4P11
ENSG00000124157	20	SEMG2
ENSG00000228333	CHR_HSCHR6_MHC_DBB_CTG1	RXRB
ENSG00000147416	8	ATP6V1B2
ENSG00000270210	2	AC104695.3
ENSG00000227938	2	AC104695.1
ENSG00000248977	4	AC095057.1
ENSG00000250642	4	AC098799.3
ENSG00000078177	4	N4BP2
ENSG00000233352	20	AL035660.1
ENSG00000254864	11	AC107884.2
ENSG00000188859	1	FAM78B
ENSG00000243995	20	AL035660.2
ENSG00000248639	4	AC098799.1
ENSG00000170743	11	SYT9
ENSG00000255271	11	AL137224.1
ENSG00000230273	17	AC087163.1
ENSG00000236515	CHR_HSCHR6_MHC_SSTO_CTG1	ZBTB9
ENSG00000255427	11	LINC02707
ENSG00000171953	17	ATPAF2
ENSG00000138600	15	SPPL2A
ENSG00000249531	4	AC098799.2
ENSG00000124107	20	SLPI
ENSG00000224093	1	BCAR3-AS1
ENSG00000228772	6	AL033539.1
ENSG00000280443	6	AL136313.1
ENSG00000172179	6	PRL
ENSG00000007080	19	CCDC124
ENSG00000163263	1	C1orf189
ENSG00000019144	11	PHLDB1
ENSG00000251364	11	AC107884.1
ENSG00000278462	13	AL359880.1
ENSG00000126267	19	COX6B1
ENSG00000225893	9	AL136231.1
ENSG00000205808	9	PLPP6
ENSG00000272145	1	NFYC-AS1
ENSG00000106688	9	SLC1A1
ENSG00000236307	2	EEF1E1P1
ENSG00000230302	9	MTND3P4
ENSG00000205794	4	AC098591.2
ENSG00000248122	4	APOOP4
ENSG00000206433	CHR_HSCHR6_MHC_QBL_CTG1	LST1
ENSG00000236217	10	C1DP2
ENSG00000234876	CHR_HSCHR6_MHC_SSTO_CTG1	NOTCH4
ENSG00000108255	17	CRYBA1
ENSG00000278631	2	SOWAHCP5
ENSG00000112685	6	EXOC2
ENSG00000227515	10	C1DP4
ENSG00000228053	9	AL158823.1
ENSG00000186642	11	PDE2A
ENSG00000079215	5	SLC1A3
ENSG00000272168	6	CASC15
ENSG00000157654	9	PALM2AKAP2
ENSG00000280198	17	AC087163.3
ENSG00000123171	13	CCDC70
ENSG00000230418	9	ARL2BPP7
ENSG00000279665	15	AC012100.3
ENSG00000188501	15	LCTL
ENSG00000259773	15	AC012100.2
ENSG00000286243	9	AL442644.2
ENSG00000232872	13	CTAGE3P
ENSG00000235901	9	AL442644.1
ENSG00000279677	13	AL162377.2
ENSG00000115207	2	GTF3C2
ENSG00000226147	1	TUBBP10
ENSG00000232128	2	MTCO3P45
ENSG00000163060	2	TEKT4
ENSG00000237279	1	H3P2
ENSG00000236360	1	AL445183.3
ENSG00000181192	10	DHTKD1
ENSG00000230091	10	TMEM254-AS1
ENSG00000140463	15	BBS4
ENSG00000219492	4	AC116655.1
ENSG00000138801	4	PAPSS1
ENSG00000235086	6	FNDC1-IT1
ENSG00000106686	9	SPATA6L
ENSG00000188438	4	DEFB108F
ENSG00000227653	2	ISCA1P6
ENSG00000233682	6	AL356417.2
ENSG00000204618	6	RNF39
ENSG00000232773	4	DEFB130D
ENSG00000133678	10	TMEM254
ENSG00000164694	6	FNDC1
ENSG00000234065	2	MTND4P26
ENSG00000243104	2	MTND4LP14
ENSG00000233158	2	RPS24P6
ENSG00000236878	2	MTATP6P26
ENSG00000237055	2	MTCO1P48
ENSG00000223549	2	MTND5P28
ENSG00000259848	2	AC097374.1
ENSG00000227788	2	MTCO3P43
ENSG00000131697	1	NPHP4
ENSG00000224789	2	AC012363.2
ENSG00000233286	2	MTND3P10
ENSG00000234508	CHR_HSCHR6_MHC_SSTO_CTG1	GPSM3
ENSG00000230988	14	RPL23AP11
ENSG00000089902	14	RCOR1
ENSG00000204619	6	PPP1R11
ENSG00000182873	1	PRKCZ-AS1
ENSG00000115109	2	EPB41L5
ENSG00000088726	3	TMEM40
ENSG00000162585	1	FAAP20
ENSG00000138152	10	BTBD16
ENSG00000260551	15	PWRN2
ENSG00000267414	18	AC120049.1
ENSG00000165917	11	RAPSN
ENSG00000241484	22	ARHGAP8
ENSG00000148444	10	COMMD3
ENSG00000230433	6	AL031770.1
ENSG00000188996	6	HUS1B
ENSG00000128739	15	SNRPN
ENSG00000243771	19	AC010618.1
ENSG00000272463	6	AL357054.4
ENSG00000131495	5	NDUFA2
ENSG00000287293	6	AL357054.5
ENSG00000271727	6	AL357054.2
ENSG00000232242	9	ZYG11AP1
ENSG00000204250	9	LINC00587
ENSG00000234269	9	AL365396.1
ENSG00000254990	11	AP001781.1
ENSG00000219712	6	AL357054.1
ENSG00000272485	6	AL392183.1
ENSG00000240132	7	ETF1P2
ENSG00000271911	6	AL357054.3
ENSG00000106615	7	RHEB
ENSG00000274441	5	AC008957.2
ENSG00000135976	2	ANKRD36
ENSG00000279400	5	AC008957.3
ENSG00000250155	5	AC008957.1
ENSG00000226510	19	UPK1A-AS1
ENSG00000286426	18	AC090936.1
ENSG00000165762	14	OR4K2
ENSG00000170458	5	CD14
ENSG00000105668	19	UPK1A
ENSG00000166068	15	SPRED1
ENSG00000225762	1	LINC01389
ENSG00000275695	15	UBE2Q2P6
ENSG00000279399	10	AL356095.2
ENSG00000186790	1	FOXE3
ENSG00000282432	10	AL356095.3
ENSG00000113141	5	IK
ENSG00000237424	1	FOXD2-AS1
ENSG00000285041	1	AL035412.1
ENSG00000211837	14	TRAJ53
ENSG00000242771	7	TRBV5-2
ENSG00000211713	7	TRBV6-4
ENSG00000211838	14	TRAJ52
ENSG00000228133	17	AC099684.1
ENSG00000211714	7	TRBV7-3
ENSG00000267190	19	TYMSP2
ENSG00000248366	14	TRAJ51
ENSG00000231331	2	AC103563.3
ENSG00000239944	7	TRBV8-2
ENSG00000211839	14	TRAJ50
ENSG00000262869	17	AC099684.3
ENSG00000232594	2	AC103563.4
ENSG00000211715	7	TRBV5-3
ENSG00000100209	22	HSCB
ENSG00000211840	14	TRAJ49
ENSG00000185924	17	RTN4RL1
ENSG00000256269	11	HMBS
ENSG00000233105	2	AC103563.5
ENSG00000237984	9	PTENP1
ENSG00000211716	7	TRBV9
ENSG00000198033	13	TUBA3C
ENSG00000232974	CHR_HSCHR6_MHC_APD_CTG1	RPS17P1
ENSG00000281128	9	PTENP1-AS
ENSG00000211841	14	TRAJ48
ENSG00000211717	7	TRBV10-1
ENSG00000224753	CHR_HSCHR6_MHC_APD_CTG1	LINC02829
ENSG00000211842	14	TRAJ47
ENSG00000262445	17	AC099684.2
ENSG00000231165	9	TRBV26OR9-2
ENSG00000211843	14	TRAJ46
ENSG00000164073	4	MFSD8
ENSG00000285407	1	AL033530.1
ENSG00000132522	17	GPS2
ENSG00000152778	10	IFIT5
ENSG00000260947	9	AL356489.2
ENSG00000211844	14	TRAJ45
ENSG00000287063	9	AL356489.3
ENSG00000287665	7	AC092428.1
ENSG00000164916	7	FOXK1
ENSG00000211845	14	TRAJ44
ENSG00000225549	6	SELENOKP3
ENSG00000169605	2	GKN1
ENSG00000211720	7	TRBV11-1
ENSG00000258541	14	OR4K4P
ENSG00000249673	4	NOP14-AS1
ENSG00000234459	7	AC002064.3
ENSG00000244661	7	TRBV12-1
ENSG00000260409	15	AC012414.4
ENSG00000105792	7	CFAP69
ENSG00000171262	15	FAM98B
ENSG00000259016	14	AL391156.1
ENSG00000229331	X	GK-IT1
ENSG00000206430	CHR_HSCHR6_MHC_QBL_CTG1	NCR3
ENSG00000235788	CHR_HSCHR6_MHC_APD_CTG1	LINC01015
ENSG00000259383	15	AC012414.2
ENSG00000259443	15	AC012414.3
ENSG00000025434	11	NR1H3
ENSG00000285473	1	AL691520.1
ENSG00000241886	X	AC112496.1
ENSG00000132464	4	ENAM
ENSG00000176281	14	OR4K5
ENSG00000235446	1	LINC02791
ENSG00000251299	13	SLC25A15P3
ENSG00000243055	X	GK-AS1
ENSG00000223883	1	LINC01707
ENSG00000260464	1	AL049796.1
ENSG00000275914	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	GU182351.4
ENSG00000273628	13	AL354798.1
ENSG00000259192	15	AC109631.1
ENSG00000253771	13	TPTE2P1
ENSG00000256146	12	AC006206.1
ENSG00000211846	14	TRAJ43
ENSG00000256417	12	AC006206.2
ENSG00000258420	15	LONRF2P3
ENSG00000188921	9	HACD4
ENSG00000217539	6	IQCB2P
ENSG00000211847	14	TRAJ42
ENSG00000162618	1	ADGRL4
ENSG00000214869	7	TPM3P4
ENSG00000211848	14	TRAJ41
ENSG00000087269	4	NOP14
ENSG00000246422	5	DIAPH1-AS1
ENSG00000256218	12	AC007848.2
ENSG00000213539	9	YBX1P6
ENSG00000255983	12	AC007848.1
ENSG00000223721	7	UQCRFS1P2
ENSG00000171720	5	HDAC3
ENSG00000232939	9	AL158829.1
ENSG00000227576	CHR_HSCHR6_MHC_APD_CTG1	GPR53P
ENSG00000198814	X	GK
ENSG00000112273	6	HDGFL1
ENSG00000226896	CHR_HSCHR6_MHC_APD_CTG1	OR2I1P
ENSG00000282115	CHR_HSCHR17_7_CTG4	AC015849.10
ENSG00000155249	14	OR4K1
ENSG00000261281	15	AC009712.1
ENSG00000286848	4	AC009570.2
ENSG00000229639	1	LINC01758
ENSG00000227663	20	RPL7P2
ENSG00000254636	10	ARMS2
ENSG00000277373	20	AL132765.2
ENSG00000175202	15	HIGD2B
ENSG00000232333	20	RPS27AP2
ENSG00000232858	13	RPL34P27
ENSG00000219404	6	AL359694.1
ENSG00000229942	CHR_HSCHR6_MHC_SSTO_CTG1	IFITM4P
ENSG00000276986	CHR_HSCHR17_7_CTG4	HEATR9
ENSG00000285955	10	BX842242.1
ENSG00000269099	13	LSP1P1
ENSG00000287453	1	AL359894.1
ENSG00000254647	11	INS
ENSG00000260455	6	NBAT1
ENSG00000121388	13	AL139327.1
ENSG00000125864	20	BFSP1
ENSG00000132465	4	JCHAIN
ENSG00000276958	13	AL590099.1
ENSG00000254336	5	AC008694.2
ENSG00000238260	1	AL513320.1
ENSG00000166033	10	HTRA1
ENSG00000152217	18	SETBP1
ENSG00000274438	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	GU182351.1
ENSG00000067334	1	DNTTIP2
ENSG00000125834	20	STK35
ENSG00000197279	6	ZNF165
ENSG00000259089	15	GRAMD4P5
ENSG00000274499	15	AC012414.6
ENSG00000186654	22	PRR5
ENSG00000227879	13	PSPC1P1
ENSG00000259214	15	AC012414.1
ENSG00000187763	6	OR2B7P
ENSG00000230332	CHR_HSCHR6_MHC_MCF_CTG1	RNF39
ENSG00000213310	7	CYCSP19
ENSG00000286108	20	AL359916.1
ENSG00000196812	6	ZSCAN16
ENSG00000151846	13	PABPC3
ENSG00000275513	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	KIR3DL3
ENSG00000227371	7	AC074085.1
ENSG00000168283	10	BMI1
ENSG00000234985	7	AC074085.2
ENSG00000279695	13	AL359757.2
ENSG00000287213	20	AL121899.3
ENSG00000230208	9	IFNNP1
ENSG00000261839	6	AL358933.1
ENSG00000279319	18	AC105074.1
ENSG00000227743	7	AC004875.1
ENSG00000269293	6	ZSCAN16-AS1
ENSG00000171855	9	IFNB1
ENSG00000280365	18	AC021766.1
ENSG00000132000	19	PODNL1
ENSG00000237403	CHR_HSCHR6_MHC_MCF_CTG1	PPP1R11
ENSG00000227301	9	AL356489.1
ENSG00000225027	9	IFNWP4
ENSG00000217315	6	OR2W2P
ENSG00000069424	1	KCNAB2
ENSG00000272009	6	AL121944.2
ENSG00000275980	9	AL390882.2
ENSG00000242114	22	MTFP1
ENSG00000287495	9	AL356489.4
ENSG00000185652	12	NTF3
ENSG00000224220	2	DTNB-AS1
ENSG00000219891	6	ZSCAN12P1
ENSG00000177047	9	IFNW1
ENSG00000233776	9	LINC01251
ENSG00000287561	20	AL121899.4
ENSG00000226644	20	AL121899.1
ENSG00000182477	6	OR2B8P
ENSG00000220721	6	OR1F12
ENSG00000219392	6	ZNF602P
ENSG00000286022	20	AL121899.2
ENSG00000240801	11	AC132217.1
ENSG00000125780	20	TGM3
ENSG00000282367	CHR_HSCHR11_1_CTG8	PTDSS2
ENSG00000099869	11	IGF2-AS
ENSG00000258822	14	OR4K16P
ENSG00000214612	20	RPS19P1
ENSG00000235994	6	HGC6.3
ENSG00000213786	7	NHP2P2
ENSG00000225477	11	AC099730.1
ENSG00000284779	11	AC132217.2
ENSG00000254816	11	AC090857.1
ENSG00000249590	22	AC004832.3
ENSG00000254906	11	AC090707.1
ENSG00000277982	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1	KIR3DL2
ENSG00000232106	CHR_HSCHR6_MHC_SSTO_CTG1	TSBP1
ENSG00000231247	CHR_HSCHR6_MHC_COX_CTG1	PPP1R18
ENSG00000273350	22	AC004832.5
ENSG00000129965	11	INS-IGF2
ENSG00000186564	1	FOXD2
ENSG00000125337	6	KIF25
ENSG00000234056	13	LINC00463
ENSG00000165379	14	LRFN5
ENSG00000233927	19	RPS28
ENSG00000286044	11	AP001977.1
ENSG00000260403	16	AC120498.3
ENSG00000277010	16	AC120498.10
ENSG00000099995	22	SF3A1
ENSG00000286023	11	AP001924.1
ENSG00000238169	13	LINC01053
ENSG00000286497	11	AP001924.2
ENSG00000271227	6	SREK1IP1P2
ENSG00000197253	16	TPSB2
ENSG00000220377	6	GSTA8P
ENSG00000279550	13	AL359757.1
ENSG00000165566	13	AMER2
ENSG00000161888	19	SPC24
ENSG00000278603	15	AC245033.3
ENSG00000148153	9	INIP
ENSG00000276710	15	CSPG4P10
ENSG00000167244	11	IGF2
ENSG00000285967	5	NIPBL-DT
ENSG00000132017	19	DCAF15
ENSG00000258536	14	FKBP1BP1
ENSG00000228737	5	AC008781.1
ENSG00000240974	5	RPS27AP10
ENSG00000255769	15	GOLGA2P10
ENSG00000258402	14	AC016526.1
ENSG00000225383	10	SFTA1P
ENSG00000186994	19	KANK3
ENSG00000280078	14	AC016526.3
ENSG00000231302	20	RPL36P2
ENSG00000237674	6	GSTA7P
ENSG00000256469	11	AP002383.2
ENSG00000272103	5	AC026741.1
ENSG00000042062	20	RIPOR3
ENSG00000211849	14	TRAJ40
ENSG00000134627	11	PIWIL4
ENSG00000211850	14	TRAJ39
ENSG00000261188	22	Z95115.1
ENSG00000131504	5	DIAPH1
ENSG00000233429	7	HOTAIRM1
ENSG00000211851	14	TRAJ38
ENSG00000230787	1	PSAT1P3
ENSG00000278661	14	TRAJ37
ENSG00000229769	7	TRBV10-2
ENSG00000259910	16	AC120498.1
ENSG00000242802	7	AP5Z1
ENSG00000241657	7	TRBV11-2
ENSG00000276699	14	TRAJ36
ENSG00000215041	17	NEURL4
ENSG00000211739	7	TRBV12-2
ENSG00000105991	7	HOXA1
ENSG00000271815	5	AC008897.3
ENSG00000211854	14	TRAJ35
ENSG00000258566	14	AC007376.1
ENSG00000247372	5	AC008897.2
ENSG00000258569	14	AC007376.2
ENSG00000234693	20	AL353653.1
ENSG00000248881	5	AC010245.1
ENSG00000211855	14	TRAJ34
ENSG00000130164	19	LDLR
ENSG00000211856	14	TRAJ33
ENSG00000242952	14	RPSAP3
ENSG00000234452	10	SLC16A12-AS1
ENSG00000271355	1	AL356458.1
ENSG00000271423	14	CYCSP1
ENSG00000211857	14	TRAJ32
ENSG00000259124	14	AC008050.1
ENSG00000229554	1	RPL21P24
ENSG00000286110	15	AC090983.2
ENSG00000229921	6	KIF25-AS1
ENSG00000226609	9	AL390067.1
ENSG00000152779	10	SLC16A12
ENSG00000128394	22	APOBEC3F
ENSG00000211858	14	TRAJ31
ENSG00000240518	5	AC116353.2
ENSG00000227883	1	ATP6V0E1P4
ENSG00000257647	15	AC124312.2
ENSG00000119715	14	ESRRB
ENSG00000211859	14	TRAJ30
ENSG00000113119	5	TMCO6
ENSG00000227947	1	LINC01738
ENSG00000254999	3	BRK1
ENSG00000287482	15	AC124312.5
ENSG00000260780	15	AC087463.1
ENSG00000269038	11	AP001462.1
ENSG00000211860	14	TRAJ29
ENSG00000282083	CHR_HSCHR17_7_CTG4	AC015849.9
ENSG00000107679	10	PLEKHA1
ENSG00000188573	5	FBLL1
ENSG00000267101	18	AC090376.1
ENSG00000211861	14	TRAJ28
ENSG00000214265	15	AC124312.1
ENSG00000169488	14	OR4K15
ENSG00000211721	7	TRBV6-5
ENSG00000099999	22	RNF215
ENSG00000113163	5	CERT1
ENSG00000196557	16	CACNA1H
ENSG00000237532	2	AC012451.1
ENSG00000225028	1	AC096541.1
ENSG00000276833	CHR_HSCHR17_7_CTG4	TAF15
ENSG00000267855	19	NDUFA7
ENSG00000269897	10	COMMD3-BMI1
ENSG00000223814	1	AL691459.1
ENSG00000251532	5	AC091849.2
ENSG00000237295	CHR_HSCHR6_MHC_SSTO_CTG1	HNRNPA1P2
ENSG00000238277	2	AC068483.1
ENSG00000269113	1	TRABD2B
ENSG00000204460	2	LINC01854
ENSG00000282466	CHR_HSCHR7_2_CTG6	TRBV5-4
ENSG00000137080	9	IFNA21
ENSG00000233428	2	PPIAP65
ENSG00000277701	2	AC159540.2
ENSG00000282459	CHR_HSCHR7_2_CTG6	TRBV6-6
ENSG00000229536	2	LINC02572
ENSG00000282709	CHR_HSCHR7_2_CTG6	TRBV7-5
ENSG00000026950	6	BTN3A1
ENSG00000282577	CHR_HSCHR7_2_CTG6	TRBV5-5
ENSG00000259421	22	AL022318.2
ENSG00000259149	14	AL445074.1
ENSG00000023909	1	GCLM
ENSG00000196383	14	OR4Q2
ENSG00000282470	CHR_HSCHR7_2_CTG6	TRBV6-7
ENSG00000119457	9	SLC46A2
ENSG00000153922	5	CHD1
ENSG00000280167	11	AP000943.3
ENSG00000237837	2	AC159540.1
ENSG00000179085	1	DPM3
ENSG00000255929	11	AP000943.2
ENSG00000185986	5	SDHAP3
ENSG00000214908	9	AL353678.1
ENSG00000213368	11	ST13P11
ENSG00000248405	22	PRR5-ARHGAP8
ENSG00000169484	14	OR4K14
ENSG00000196371	11	FUT4
ENSG00000271351	2	IGKV1OR2-9
ENSG00000271631	9	AL139041.1
ENSG00000286957	2	AC079776.5
ENSG00000235819	9	AL158828.1
ENSG00000148158	9	SNX30
ENSG00000233536	11	AP000943.1
ENSG00000223452	1	HMGN2P18
ENSG00000167774	19	AC010323.1
ENSG00000282704	CHR_HSCHR7_2_CTG6	TRBV7-6
ENSG00000276050	2	IGKV2OR2-10
ENSG00000232281	9	IFNWP15
ENSG00000166025	11	AMOTL1
ENSG00000236637	9	IFNA4
ENSG00000282098	CHR_HSCHR7_2_CTG6	TRBV5-6
ENSG00000167775	19	CD320
ENSG00000232211	9	AL353613.1
ENSG00000176253	14	OR4K13
ENSG00000100003	22	SEC14L2
ENSG00000285686	9	LINC02834
ENSG00000226597	9	IFNWP9
ENSG00000282134	CHR_HSCHR7_2_CTG6	TRBV6-8
ENSG00000271015	2	IGKV2OR2-7D
ENSG00000223490	1	CHCHD2P5
ENSG00000164185	5	ZNF474
ENSG00000255176	11	AP000941.1
ENSG00000270252	2	IGKV3OR2-5
ENSG00000224585	2	AC103563.1
ENSG00000104722	8	NEFM
ENSG00000277018	CHR_HSCHR14_7_CTG1	COX8C
ENSG00000288575	9	AL159996.1
ENSG00000237636	13	ANKRD26P3
ENSG00000271569	2	IGKV1OR2-6
ENSG00000250803	5	AC010255.3
ENSG00000287086	3	AC034193.1
ENSG00000228083	9	IFNA14
ENSG00000134086	3	VHL
ENSG00000276416	CHR_HSCHR14_7_CTG1	UNC79
ENSG00000218359	6	SUMO2P13
ENSG00000011590	19	ZBTB32
ENSG00000186803	9	IFNA10
ENSG00000258595	14	AL110118.1
ENSG00000286885	6	AL138824.1
ENSG00000147885	9	IFNA16
ENSG00000232138	9	IFNWP5
ENSG00000112041	6	TULP1
ENSG00000234829	9	IFNA17
ENSG00000165943	14	MOAP1
ENSG00000215349	13	MRPL3P1
ENSG00000223684	9	IFNWP18
ENSG00000249610	5	AC010255.2
ENSG00000214042	9	IFNA7
ENSG00000247311	5	AC010255.1
ENSG00000105197	19	TIMM50
ENSG00000234099	1	MTND4P11
ENSG00000233447	2	AC103563.6
ENSG00000224507	CHR_HSCHR6_MHC_SSTO_CTG1	TSBP1-AS1
ENSG00000235186	2	AC103563.8
ENSG00000272163	8	AF106564.1
ENSG00000135175	7	OCM2
ENSG00000255666	11	LINC02700
ENSG00000230031	15	POTEB2
ENSG00000065609	6	SNAP91
ENSG00000255973	12	AC137627.1
ENSG00000214100	2	PLAC9P1
ENSG00000224242	CHR_HSCHR6_MHC_SSTO_CTG1	BTNL2
ENSG00000237574	2	LINC01856
ENSG00000047617	12	ANO2
ENSG00000287541	7	AC092610.2
ENSG00000234559	2	RPL22P7
ENSG00000228040	1	AL390729.1
ENSG00000104043	15	ATP8B4
ENSG00000149452	11	SLC22A8
ENSG00000260917	10	AL158212.3
ENSG00000233167	7	EEF1A1P26
